img,nome,nome_cientifico,codigo,porte,latitude,longitude
https://arvores.fearp.usp.br/img/70.jpg,Cássia-rósea,Cassia grandis,0084, Grande,-21.166102,-47.851472
https://arvores.fearp.usp.br/img/69.jpg,Cássia-rósea,Cassia grandis,0083, Grande,-21.166100,-47.851404
https://arvores.fearp.usp.br/img/68.jpg,Cássia-rósea,Cassia grandis,0082, Grande,-21.166025,-47.851353
https://arvores.fearp.usp.br/img/170.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0207, Médio,-21.166268,-47.852595
https://arvores.fearp.usp.br/img/172.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0209, Médio,-21.166322,-47.852644
https://arvores.fearp.usp.br/img/171.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0208, Médio,-21.166268,-47.852594
https://arvores.fearp.usp.br/img/174.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0211, Médio,-21.166216,-47.852755
https://arvores.fearp.usp.br/img/159.jpg,Castanheira-do-Maranhão,Bombacopsis glabra,0196, Médio,-21.166399,-47.852719
https://arvores.fearp.usp.br/img/111.jpg,Abacateiro,Persea americana,0141, Pequeno,-21.166241,-47.851884
https://arvores.fearp.usp.br/img/94.jpg,Abacateiro,Persea americana,0118, Médio,-21.166921,-47.851853
https://arvores.fearp.usp.br/img/31.jpg,Abacateiro,Persea americana,0034, Médio,-21.165945,-47.852399
https://arvores.fearp.usp.br/img/154.jpg,Abacateiro,Persea americana,0189, Pequeno,-21.166682,-47.852506
https://arvores.fearp.usp.br/img/257.jpg,Abacateiro,Persea americana,0292, Pequeno,-21.166227,-47.852020
https://arvores.fearp.usp.br/img/260.jpg,Abacateiro,Persea americana,0143, Pequeno,-21.166251,-47.852033
https://arvores.fearp.usp.br/img/112.jpg,Acerola,Malpighia emarginata,0142, Pequeno,-21.166213,-47.851969
https://arvores.fearp.usp.br/img/147.jpg,Amendoim-bravo,Pterogyne nitens,0181, Médio,-21.166935,-47.852847
https://arvores.fearp.usp.br/img/50.jpg,Amendoim-bravo,Pterogyne nitens,0062, Médio,-21.165617,-47.851169
https://arvores.fearp.usp.br/img/192.jpg,Amendoim-bravo,Pterogyne nitens,0233, Pequeno,-21.166923,-47.852796
https://arvores.fearp.usp.br/img/256.jpg,Amoreira,Morus alba,0291, Pequeno,-21.165813,-47.852550
https://arvores.fearp.usp.br/img/107.jpg,Amoreira,Morus alba,0135, Pequeno,-21.166479,-47.851792
https://arvores.fearp.usp.br/img/140.jpg,Angico-branco,Anadenanthera colubrina,0174, Grande,-21.166934,-47.852260
https://arvores.fearp.usp.br/img/252.jpg,Angico-branco,Anadenanthera colubrina,0111, Grande,-21.166906,-47.851602
https://arvores.fearp.usp.br/img/191.jpg,Angico-branco,Anadenanthera colubrina,0232, Grande,-21.166870,-47.852292
https://arvores.fearp.usp.br/img/139.jpg,Aroeira-branca,Lithraea molleoides,0172, Médio,-21.167080,-47.852255
https://arvores.fearp.usp.br/img/35.jpg,Aroeira-vermelha,Schinus terebinthifolius,0042, Médio,-21.165778,-47.852082
https://arvores.fearp.usp.br/img/21.jpg,Árvore-da-china,Koelreuteria bipinnata,0022, Pequeno,-21.165442,-47.852497
